en,score,hospital,sen
hospital -PRON- sick cancer .. maintain good care -PRON- nurse doctor inspector body analysis diagnosis disease accurate embarked treatment today -PRON- heal sick thank -PRON- officer treat sir thank -PRON- -PRON- -PRON- theory .. Spirit allow share post acknowledge,5,king-chulalongkorn-memorial-hospital,1
doctor -PRON- Excel recommendation good hearte,4,king-chulalongkorn-memorial-hospital,1
today come doctor hospital system terrible -PRON- wait 10 ask nurse nurse file file -PRON- -PRON- file send file record ground floor tell send file come card lead appointment month appointment card 30 30 file card send work ค่ะะ ask ask nurse speak owner terrible staff floor building .. speak bad people speak bad mental patient poor help employee training speak shift patient,1,king-chulalongkorn-memorial-hospital,0
-PRON- dad feverish cold -PRON- ask blanket -PRON- callous -PRON- blanket -PRON- tuck fever drain tiger pretend satisfied chase -PRON- like pig dog I. rise great work like wait relative -PRON- .. mother allow picture work -PRON- Buddha house sick death -PRON- -PRON- -PRON- professional help people tiger stir -PRON- vent come know,1,king-chulalongkorn-memorial-hospital,0
amazing service shepherd update good,5,king-chulalongkorn-memorial-hospital,1
like staff patiently calmly man people ...,5,king-chulalongkorn-memorial-hospital,1
staff care ROR building date record 58 woman age lot -PRON- terrible trolley car -PRON- father Elevator tell licensee access wait Elevator floor -PRON- turn wait cart -PRON- father lose run layer -PRON- turn bus leave layer,1,king-chulalongkorn-memorial-hospital,0
Professor Dr. Thana pong smart wonderful special clinic know ษูุ karma,5,king-chulalongkorn-memorial-hospital,1
mind wait long time -PRON- okay like doctor tea Department medicine ought understand patient,5,king-chulalongkorn-memorial-hospital,1
good separate disease specialist good,5,king-chulalongkorn-memorial-hospital,1
trust use service 20 year blood long queue wait long time especially 4th floor overall good,5,king-chulalongkorn-memorial-hospital,1
doctor brilliantly,5,king-chulalongkorn-memorial-hospital,1
place good reputation treatment matter treatment,2,king-chulalongkorn-memorial-hospital,0
excellent doctor nurse cute baby girl 28-year old daughter age 14,5,king-chulalongkorn-memorial-hospital,1
like yes -PRON- good,5,king-chulalongkorn-memorial-hospital,1
suck system administration especially history file request file building inspection pass hour run queue 10 people change system,1,king-chulalongkorn-memorial-hospital,0
want come mother lose healthy world anymore,4,king-chulalongkorn-memorial-hospital,1
shot 10:30 pm check 12:00 order x ray noon room x ray new tomorrow travel country waste time charge administration a. doctor hour people appointment dentist -PRON- fit allow patient x ray,1,king-chulalongkorn-memorial-hospital,0
use treat der -PRON- care garden,4,king-chulalongkorn-memorial-hospital,1
hospital bad nursing care ray,1,king-chulalongkorn-memorial-hospital,0
tonight travel hospital Chulalongkorn yeah bored need,1,king-chulalongkorn-memorial-hospital,0
little slow -PRON- ok,5,king-chulalongkorn-memorial-hospital,1
current emergency contact number bag medicine people answer press -PRON- edit case tumultuous emergency hospital doctor ready need wait doctor ball abdominal pain cry -PRON- nurse doctor know accord wait service good doctor ready,4,king-chulalongkorn-memorial-hospital,1
parking expensive ... Canada store ................,4,king-chulalongkorn-memorial-hospital,1
good sir,5,king-chulalongkorn-memorial-hospital,1
want ask Deposit diarrhea cost,5,king-chulalongkorn-memorial-hospital,1
update run queue,1,king-chulalongkorn-memorial-hospital,0
clinic official mood joy understand lot patient expand location ror food convenient,5,king-chulalongkorn-memorial-hospital,1
come doctor reach appointment card submit card early order treatment fast race time,4,king-chulalongkorn-memorial-hospital,1
maternity sister care good,4,king-chulalongkorn-memorial-hospital,1
service good doctor good long wait,5,king-chulalongkorn-memorial-hospital,1
use service new -PRON- like like lot people shortcut queue string,5,king-chulalongkorn-memorial-hospital,1
-PRON- love aspect attention elite hospital maintain patient equality,4,king-chulalongkorn-memorial-hospital,1
good,5,king-chulalongkorn-memorial-hospital,1
fortune tell house good system terrible like today system crash right patient difficult home staff downstairs box social security building ... -PRON- like wear mood feel,2,king-chulalongkorn-memorial-hospital,0
service suck lot card press q sit wait hour tell check terrible,1,king-chulalongkorn-memorial-hospital,0
long time darn,1,king-chulalongkorn-memorial-hospital,0
antenatal care hospital pregnant nursing staff include attend service care,5,king-chulalongkorn-memorial-hospital,1
-PRON- know reschedule contact cocktail,4,king-chulalongkorn-memorial-hospital,1
service good patient nurse staff conscientious tired instead thank -PRON- Dr. Surin embassy tip treatment good fortune -PRON- family treatment doctor respectfully thank -PRON-,5,king-chulalongkorn-memorial-hospital,1
hospital open morning answer,1,king-chulalongkorn-memorial-hospital,0
doctor nurse smart kind,4,king-chulalongkorn-memorial-hospital,1
slow sure invitation use service,5,king-chulalongkorn-memorial-hospital,1
want develop system redundant file card demote find authority like doctor appointment people file right wait doctor need Queuing round officer entitle officer work use drone need people line thank help develop system,4,king-chulalongkorn-memorial-hospital,1
good service,5,king-chulalongkorn-memorial-hospital,1
-PRON- think good care -PRON- son -PRON- worry ..... doctor,5,king-chulalongkorn-memorial-hospital,1
.. maintain great Shivaji polite let water flow nursing staff work attentive care break ..,4,king-chulalongkorn-memorial-hospital,1
Professor Dr. kampol -PRON- campaign phimon Gul patient care come shit worry patient,5,king-chulalongkorn-memorial-hospital,1
slow style come doctor come turtle angel walk sit wait doctor finish dinner -PRON- shot work language hell,1,king-chulalongkorn-memorial-hospital,0
experience caesarean section doctor care good nursing good good mood smile,5,king-chulalongkorn-memorial-hospital,1
thank -PRON- doctor -PRON- especially .. Chi discussion Department orthopaedic surgery attentive patient Mrs God honor panoramic view activity virtual cousin know thank commend,5,king-chulalongkorn-memorial-hospital,1
Doctor Excel management system good staff medical great,5,king-chulalongkorn-memorial-hospital,1
service good,5,king-chulalongkorn-memorial-hospital,1
service time -PRON- son ... service person -PRON- bad -PRON- good bad .. bad -PRON- measure -PRON- heart .. half star half -PRON- develop,4,king-chulalongkorn-memorial-hospital,1
-PRON- slowly exhausted patient waiting 10 o'clock o'clock evening detect people come check crap,1,king-chulalongkorn-memorial-hospital,0
maintain good long queue plus old man die -PRON-,2,king-chulalongkorn-memorial-hospital,0
ball accident Department physical education treatment use gold card treatment thank -PRON- doctor staff ..... emergency room,5,king-chulalongkorn-memorial-hospital,1
send hospital form .. far month receive continue treatment hospital spite complete wait day surgery today -PRON- receive surgery .. bad think cure -PRON- send original.or -PRON- story forward torture like,1,king-chulalongkorn-memorial-hospital,0
knee mind management system hospital use card patient gold card grandma doctor regularly check permission -PRON- doctor wait card run class long queue doctor appointment system wooden relative,5,king-chulalongkorn-memorial-hospital,1
service room financial room 9th floor Department ophthalmology grimace laconic work like require patience smile ill,2,king-chulalongkorn-memorial-hospital,0
culmination good service,5,king-chulalongkorn-memorial-hospital,1
service attentive patient great neat clean,4,king-chulalongkorn-memorial-hospital,1
welcome good service quick sorting patient exactly right accord disease treatment nurse personnel recommend good,5,king-chulalongkorn-memorial-hospital,1
hospital lot people,5,king-chulalongkorn-memorial-hospital,1
Doctor nurse good service bad need wait room teach stick lunch nurse tell -PRON- sit wait noon nurse afternoon half hanger nurse come -PRON- come ask ignore answer sort queue real people come later wide input management time people precious know destination like -PRON- waste time mood bad,2,king-chulalongkorn-memorial-hospital,0
hospital lot people need queue long time lucky nurse doctor kind nice staff lot people try Queuing document detail good,5,king-chulalongkorn-memorial-hospital,1
good service good manner good,5,king-chulalongkorn-memorial-hospital,1
24/05/58 doctor discomfort ask medical certificate examination room -PRON- ask -PRON- like simply reply work strike -PRON- write wrong -PRON- think waste time ask ask -PRON- wrong -PRON- ask -PRON- complain waste time right -PRON- stun little bit -PRON- think garden Mrs Mrs -PRON- defuse fear -PRON- waste time waiting horrible Mrs. fresh initial think service like disappoint,1,king-chulalongkorn-memorial-hospital,0
long wait wait.10 21 o'clock morning 17 11 long time pain,1,king-chulalongkorn-memorial-hospital,0
good doctor brilliantly hospital clean convenient service good,5,king-chulalongkorn-memorial-hospital,1
impressive service level,5,king-chulalongkorn-memorial-hospital,1
doctor nurse specialized knowledge treatment care consultation answer question disease thorough polite include hospital medical school tool fully patient confidence wait check long -PRON- sure quality,4,king-chulalongkorn-memorial-hospital,1
official advise facilitate way room emergency room financial requisition equipment find way walk ward daily advise use service elevator ward .. nurse service willingness bathroom place clean,5,king-chulalongkorn-memorial-hospital,1
doctor care patient care question ask doctor -PRON- doctor reply advise,5,king-chulalongkorn-memorial-hospital,1
cure cancer thyroid .... CHULA good service ink machine medical modern doctor specialty location volume patient grow day -PRON- service fine impressed service personnel,5,king-chulalongkorn-memorial-hospital,1
nurse service good,4,king-chulalongkorn-memorial-hospital,1
treatment hospital Chulalongkorn come time feel impressed service staff nurse doctor sick day good service fast reasonable food support building floor air dock icy cold pende queue long -PRON- mood strung treatment mention score 10,5,king-chulalongkorn-memorial-hospital,1
care good empathy great,5,king-chulalongkorn-memorial-hospital,1
mother birth December doctor nurse provide excellent service -PRON- enter delivery room doctor team instruction birth mother birth carboniferous half hour mom doctor team provide wide range ask mom ... good doctor husband home mother birth -PRON- -PRON- inform come mind mother vasectomy? .. -PRON- feel way attention care leave maternity impressed Chulalongkorn University,5,king-chulalongkorn-memorial-hospital,1
find respiratory system Queuing system wait long 00 11 30 treatment government hospital,4,king-chulalongkorn-memorial-hospital,1
large hospital lot people doctor nurse good service attentive patient,5,king-chulalongkorn-memorial-hospital,1
evening October 26 2559 event day -PRON- remember day -PRON- postpartum hemorrhage home -PRON- house Ratchada thapra -PRON- husband -PRON- think -PRON- hospital CHULA -PRON- -PRON- birth ball age week care day rain heavy arrival way -PRON- feel lightheaded short winter -PRON- husband -PRON- decide visit hospital -PRON- husband drive nearby emergency room guard cart guard -PRON- -PRON- right -PRON- husband car sleep car service wheelchair husband -PRON- officer duty bring car sleep -PRON- -PRON- husband hold ball -PRON- stand officer duty tell -PRON- hop bed spite -PRON- bleeding leg -PRON- reply brother -PRON- jump -PRON- TIA strip blood size find try foot come -PRON- officer try foot come let -PRON- bed let -PRON- lie cart inside reach inside -PRON- staff history history finish innovation pressure ask -PRON- -PRON- sleep head pavement like -PRON- reply -PRON- staff cart sleep like -PRON- sleep agent history -PRON- order sleep -PRON- lie wait guard -PRON- come person ask word polite -PRON- jerk wife sick -PRON- pressure ball come car park pitch way cart let -PRON- car -PRON- -PRON- -PRON- hold baby guard come guard -PRON- lie authority wheel -PRON- curtain emergency room tell -PRON- wait doctor come check 20 minute doctor open curtain -PRON- think check -PRON- patient examination veil -PRON- -PRON- afraid patient embarrassed -PRON- turn away doctor patient complete -PRON- ask doctor check I. doctor doctor respond -PRON- alright -PRON- know crest -PRON- walk away people doctor intern people come history history -PRON- ask -PRON- watch blood flow non stop meet Dr. flow check doctor apprentice -PRON- -PRON- ask .. 20 minute pass -PRON- answer -PRON- nurse let -PRON- yeah -PRON- -PRON- scare blood nurse -PRON- -PRON- come hospital -PRON- social security hospital -PRON- birth -PRON- -PRON- husband nurse pouty face stand shout point -PRON- husband -PRON- hold baby -PRON- husband -PRON- come -PRON- -PRON- husband -PRON- afraid blood mortgage -PRON- husband ask doctor check -PRON- answer -PRON- husband ask nurse shoulder doctor come check -PRON- girlfriend blood nurse respond -PRON- queue -PRON- girlfriend begin anger -PRON- husband let -PRON- wait nurse measure pressure round disturbance payment -PRON- lie wait queue hour half hour -PRON- husband -PRON- private car hospital CHULA tell .... Jula good service -PRON- park emergency room staff rush cart car trolley emergency wash measurement record pressure blood brine wash blood -PRON- clothe -PRON- let blood doctor doctor good service good wait dead patient -PRON- husband -PRON- carry ball -PRON- nursing care build child fan -PRON- walk -PRON- worry,5,king-chulalongkorn-memorial-hospital,1
review -PRON- maintain CHULA treat today .... nice care good student doctor everybody know big mind everybody -PRON- know today -PRON- encourage -PRON- period -PRON- treatment appreciate young student,5,king-chulalongkorn-memorial-hospital,1
hospital service patient attentive patient friendly doctor specialized disease nurse care patient,5,king-chulalongkorn-memorial-hospital,1
April 2559 -PRON- -PRON- feel stamina torso pale yellow think -PRON- -PRON- brother girlfriend -PRON- condition bring hospital -PRON- strength walk use wheelchair examination room -PRON- receive book thorough doctor x ray detect saliva hair diagnosis start backpack lung disease recently start backpack doctor tell -PRON- medicine accord doctor order -PRON- lost -PRON- -PRON- feel glad -PRON- impress doctor hospital tight,4,king-chulalongkorn-memorial-hospital,1
