comment,score,hospital,en
ผู้เฒ่าผู้แก่มานั่งรอประตูเปิดเวลา 6โมงเช้าพอประตูเปิดทุกคนวิ่งเพียงเพื่อเอาบัตรที่นัดไปเสียบแต่ไม่ใช่ที่1กับเป็นที่เท่าไรไม่รู้มีบัตรนัดเสียบอยู่แล้วเป็นสิบ. อยากทราบเกิดอะไรขึ้นมานั่งรอตี5 เป็นญาติคนไข้ค่ะแก่วิ่งไม่ได้ ผู้ใหญ่ของโรงบาลลองไปดูตอน6โมงเช้าซิค่ะว่าเค้าวิ่งเหมือนหนีตายกันจริงๆ5555วิ่งไปเสียบบัตรค่ะ,4,king-chulalongkorn-memorial-hospital,"The elders sit waiting for the gates to open at 6 o'clock in the morning, when the door opened, everyone just rushed to remove the card that matches to the plug, but not the 1 with is. don't have an appointment card is inserted, and then is ten. I want to know what's going to sit and wait for hit 5 is relative the patient. to run not the adults of the hospital, try to see at 6 o'clock in the morning? that he ran like escape dead really, 5555, rush to plug in the card."
พยาบาลพูดเพราะมากเลยครับ..หมอก็พูดจาไพเราะอธิบายเข้าใจง่ายตนป่วยอยู่ใกล้ก็มีกำลังใจ,5,king-chulalongkorn-memorial-hospital,"Nurse, I say, because...the doctor's eloquence explain easy to understand, its sick near it are encouraged"
พาลูกมารักษาตัวตั้งแต่ 4 พย 47 ตอนนั้นหมอบอกว่า เขาจะอยู่กับเราได้อีกไม่เกิน 3 อาทิตย์ รู้สึกมืดมนไปหมด ตอบหมอไปว่า ผมสู้ ลูกผมก้อสู้ ผมมีเงินเก็บอยู่ก้อนหนึ่ง ผมยกลูกให้คุณหมอเลยครับ จากวันนั้นจนถึงวันนี้ ลูกผมยังแข็งแรง ใช้ขีวิตได้อย่างปกติ ปีหน้าจบป.ตรีที่เกษตรศาสตร์ฯแล้ว อยากบอกทุกคนว่าอดทนหน่อยครับ หมอที่นี่เก่งมากๆ เครื่องมือแพทย์ทันสมัยไม่แพ้เอกชนหรอกครับ ค่ารักษาถูกกว่ามากและมีการช่วยเหลือด้านอื่นๆอีก ปัญหาเรื่องคน พบอยู่ทุกที่ ใจเย็นๆครับ มาถึงที่นี่แล้วญาติเราได้รับการรักษาที่ดีแน่ๆ.,4,king-chulalongkorn-memorial-hospital,"Brought me to heal from 4. 47 then, the doctor said that he will be with us no longer than 3 weeks feel gloomy all the reply the doctor how I fight, baby I fight, I have kept one loaf, I give the baby to the doctor. from that day until today, my son is also strong use life normal next year. Bachelor in agriculture. I want to tell everyone that a little patience, sir, a doctor here, good medical, modern, non-allergic private. costs much cheaper, and has help with other issues people are found everywhere, calm down. here, then, cousin, we get the best treatment."
แย่มากกก บุคคลากรไม่มีคุณภาพ ควรพัฒนาอย่างมาก ควรมาตรวจสอบหมอ กับพยาบาลว่าการกระทำที่ทำกับคนไข้เป็นยังไง ไม่ใช่สนใจแต่ขยายอาคาร,1,king-chulalongkorn-memorial-hospital,"Terrible than personnel no quality should improve dramatically should come check out the doctor to the nurse that the action is done with the patient is, not how interested, but expand the building"
ดีคะ แต่ที่จอดรถน้อยไปนิด,5,king-chulalongkorn-memorial-hospital,Good but car Park a bit less.
สาธุดีเยี่ยมครับ,5,king-chulalongkorn-memorial-hospital,Amen excellent.
ตรวจละเอียดเป็นขั้นเป็นตอนดีค่ะ เจ้าหน้าที่ก็พูดจาไพเราะขึ้นกว่าเมื่อก่อน แต่เวลานัด มีคิวลัดเยอะไปนิดนะคะ พอหลังจากกลับบ้าน ก็มักมีของแถม คือไข้ หรือหวัด และไอจาม ตามกลับด้วยอ่ะ,4,king-chulalongkorn-memorial-hospital,"Thorough step-by-step good the authorities saying it sounds better than before, but appointment have to queue shortcut a little bit. enough after returning home was often a giveaway is a fever or colds and cough, sneeze, followed back!"
ฉันว่าเป็นโรงพยาบาลดีระดับหนึงเท่าเคยผ่านมาแต่ยังไม่เคยใช้บริการเคยมาเฝ้าคุณแม่และพี่เขยนอนโรงบาล คุณหมอและพยาบาลอัทยาสัยดีมาก นี้คือความคิดเห็นของคน ต จ ว ค่ะ,4,king-chulalongkorn-memorial-hospital,"I think hospital is a good level, only one ever came through, but have never used the service ever came to my mother and brother-in-law concoctions hospital, doctor and nurse.... very good this is a review of people......"
รู้สึก แย่ ค่ะ,1,king-chulalongkorn-memorial-hospital,Feel bad.
"ผ่าคลอดฉุกเฉินเมื่อต.คที่ผ่านมาค่ะพักห้องธรรมดาชั้น5รู้สึกตัดสินใจผิดมากที่เลือกคลอดที่นี่การดูแลของพยาบาลชั้น5แย่มากๆหลายๆอย่างเลยจริงๆ พยาบาลห้องเด็กก็พูดจาไม่ดีเลย ทั้งที่เราคลอดก็ใช้เงินสดค่าผ่า17,800 แถมผ่าแนวตั้งอีกโบราณมากแผลไม่สวยเลยพอวันกลับบ้านหน้าตึกไม่มีแท็กซี่บอกร.ป.ภเขาก็บอกให้เดินออกไปเรียกรถเองคือเดินไกลมากๆ",2,king-chulalongkorn-memorial-hospital,"Through an emergency C-section on Oct. The last we stayed ordinary room, 5th floor, feel the wrong decision is chosen maternity here to take care of the nurse top 5 terrible things. nurse children's room, saying it is bad yet. when we birth, it is using cash value through 17,800 giveaway. vertical, another very ancient wound not yet enough day home page building, no taxi, tell the. .. . He was told to walk off to fetch the car itself was walk far, far away,"
สถานที่เงีนบสงบน่าอนุรักษ์ไว้ค่ะ,5,king-chulalongkorn-memorial-hospital,The location peaceful. conservation.
ห้องน้ำตึกภปรชั้นสามเหม็นมากกระดาษก็ไม่มีกรุณปรับปรุงด้วยค่ะ,1,king-chulalongkorn-memorial-hospital,"Bathroom building ROR the third floor, very smelly paper, it no please update."
ยังไม่เคยรับบริการ เนื่องจากการเดินทางไม่สะดวก แต่ได้ชมรายการครบรอบ 100 ปี โรงพยาบาลจุฬาลงกรณ์ ได้รับทราบถึงการพัฒนาทางการแพทย์และอุปกรณ์การแพทย์ ที่ทันสมัยมาก,5,king-chulalongkorn-memorial-hospital,"Also never get service due to travel inconvenience, but can watch the 100th anniversary, king Chulalongkorn memorial hospital were aware of the development of medical and medical equipment, very stylish."
รู้สึกประทับใจมากๆๆๆๆดีมากค่ะทั้งอาจารย์หมอและคุณหมอรักษาดีมากค่ะดูแลคนไข้ตลอดนัดติดตามตลอดและโทรถามคนไข้ขอขอบคุณอาจารย์หมอและคุณหมอทุกๆคนค่ะที่ได้รักษาสามีของนู๋มาตลอดค่ะสามีรักษาโรคมะเร็งเม็ดเลือดขาวอยู่ที่ร.พจุฬาลงกรณ์ค่ะ,5,king-chulalongkorn-memorial-hospital,"Impressed I very good. both master doctor and the doctor maintain good care for patients throughout the matches follow forever, and call out patient, thank you Professor, doctor and doctor. every single person I have maintained the husband of my forever. her husband the treatment of leukemia.. . Chulalongkorn."
"เป็นโรงพยาบาลที่รักษาตัวผมเองเมื่อครังป่วยเป็นมะเร็ง..รักษาดีมากๆครับดูแลเอาใจใส่เราตั่งแต่พยาบาลจนถึงหมอผู้ตรวจร่างกายวิเคราะห์วินิจฉัยทางของโรคได้แม่นมากและลงมือรักษา.จนกระทั้งทุกวันนี้ผมหายป่วยแล้วครับขอบคุณเจ้าหน้าที่ผู้ทำการรักษาทุกๆทานครับขอบคุณจากใจจริงชื่อของผม.นาย.ทฤษฎี.สาริกภูติ """"อนุญาตให้แชร์หรือโพสให้ผู้อื่นรับทราบได้ครับ""""",5,king-chulalongkorn-memorial-hospital,"Is a hospital for myself once again sick with cancer..maintain good care of us since nurse until the doctor inspectors, body analysis, diagnosis of the disease has very accurate and embarked on treatment. Until today, I healed the sick then, thank you. officers who treat every sir, thank you very much. my name. You. Theory. .. Spirit """"allow shared or posted for others to acknowledge."""""
คุณหมอทุกท่านเก่งและ ให้คำเเนะนำดีค่ะ ใจดีด้วย,4,king-chulalongkorn-memorial-hospital,Doctor you Excel and give recommendations for good hearted with
วันนี้มาหาหมอที่โรงพยาบาล ระบบการทำงานแย่มากเลยค่ะ มานั่งรอตั้งแต่7โมงถึง10โมง ถามพยาบาล พยาบาลบอกไม่มีแฟ้ม แฟ้มยู่ชั้นหก มาชั้นหกบแกแฟ้มยังไม่ส่งมา ลงมาถามแฟ้มประวัติชั้นล่าง ชั้นล่างบอกพึ่งส่งแฟ้มมาตอน9.45 แต่บัตรนำทำนัดมาเป็นเดือนและในบัตรนัดบอกเวลา7.30-8.30น แต่แฟ้มบัตรส่งมา9.45 นี้ทำงานเป็นระบไมค่ะะถามหน่อยค่ะ แล้วถามพยาบาลก็พูดจ้าแย่มาก พนักงานชั้น6ตึก ภปร พูดจาแย่มากค่ะ ถ้ามีพนักงานพูดจาแย่ขนาดนี้จิตใจคนไข้แย่นะค่ะ ช่วยพาพนักงานไปอบรมหน่อยนะค่ะเรื่องการพูดจากะคนไข้อ่ะค่ะ,1,king-chulalongkorn-memorial-hospital,"Today come to the doctor at the hospital, the system is terrible. I have to wait from 7 am to 10 am ask the nurse the nurse said no file, file is the top six I six the you file also not sent down out file records the ground floor told just sent the file comes at 9. 45, but the card led to make an appointment for months and in the appointment card said 7. 30-8. 30, but file card sent 9. 45 this work is not ค่ะะ asked. then asked the nurse was speaking owner, terrible staff, 6 floor building.. speaking from bad. if people speak bad of this mental patients, poor. help take employees to the training. about to speak, shift the patient."
พ่อกูเป็นไข้หนาวเค้าขอผ้าห่ม พวกมึงนี่แม่งใจดำ ก็แค่ผ้าห่ม มึงบอกห่มผ้าแล้วไข้จะไม่ระบายแล้วเสือกทำท่าไม่พอใจ ไล่กูอย่างกะหมูกะหมา กูอุตส่าขอดีๆนะ ทำงานกันแบบนี้ รอให้เป็นญาติพวกมึงบ้างแล้วกัน ถึงว่าแม่งห้ามถ่ายรูป เพราะทำงานงี้ไงเค้าถึงถ่ายไปลงยูไลค์ กูป่วยตายแค่ใหนก็อย่าพากูมาที่นี่นะ มีวิชาชีพช่วยคนแต่เสือกกวนส้นตีน ขอระบายหน่อย ใครเคยมาคงรู้,1,king-chulalongkorn-memorial-hospital,"My dad feverish cold he ask for a blanket. I this callous, it's just a blanket, I said to tuck, then the fever will not drain, then the tiger pretending not satisfied chase, I like pig & dog I. rose. great. work like this, waiting for a relative. I.. to that mother not allowed to take pictures because of work so how is he taken down Buddha house sick to death of it, it don't take me here. have a professional help people, but the tiger stirring myself. vent. anyone ever come to know"
สุดยอดเลยค่ะ เพราะเรื่องบริการที่ต้อนนี้ปรับปรุงดีมากค่ะ,5,king-chulalongkorn-memorial-hospital,Amazing. because of service at shepherd this update very good.
ชอบบุคลากรที่นี่มาก อดทน ใจเย็น สมกับเป็นคนของประชาชนจริงๆ..นะคะ,5,king-chulalongkorn-memorial-hospital,"Like the staff here very patiently, calmly, with a man of the people, really..."
เจ้าหน้าที่ดูแลตึก ภปร. วันที่ 23 กค 58 ผู้หญิง ที่อายุเยอะๆหน่อย แย่มากค่ะ เข็นรถคุณพ่อไปในลิฟท์ แล้วบอกญาตห้ามเข้าให้ไปรอหน้าลิฟท์ชั้น 3 ปรากฎว่าพอไปรอ ไม่มีค่ะ รถเข็นคุณพ่อหาย วิ่งหากันอยู่หลายชั้น ปรากฎว่าโดนเอาไปทิ้งไว้ชั้น 1 คืออะไรคะ!!!,1,king-chulalongkorn-memorial-hospital,"Staff care ROR building. Date 23 record 58 women at the age of lot of them. terrible. trolley car my father to go in the Elevator and tell the licensee no access to go to wait for the Elevator to floor 3. it turns out that enough, to wait no cart, my father lost a run for several layers it turns out that the bus took to leave the layer 1 is what?!!!"
อาจารย์หมอธนาพงษ์ เก่งและยอดเยี่ยมมากมากค่ะ (คลินิกพิเศษ จักษูุกรรม),5,king-chulalongkorn-memorial-hospital,"Professor Dr. Thana pong, smart and very wonderful. (a special clinic know ษูุ karma)"
ทำใจไปแล้วว่าต้องรอนาน แต่ไม่เป็นไรค่ะถูกใจหมอชาลา แผนกเวชศาสตร์ฟี้นฟูเข้าใจคนไข้ดีจริงๆ หายเหนื่อย,5,king-chulalongkorn-memorial-hospital,"Mind that have to wait a long time, but it's okay. liked the doctor tea Department medicine ought to full understand the patient really well."
ดีมาก แยกโรคเฉพาะทางดีครับ,5,king-chulalongkorn-memorial-hospital,Very good separate disease specialist good.
เคยได้สัมผัสกับการประทับใจอยู่ ช่วงหนึ่ง ครั้งที่ลูกสาวไปคลอด แต่ลืมหน้าตาเจ้าหน้าที่คนนั้นไป แล้ว,3,king-chulalongkorn-memorial-hospital,"Ever experience the impression at one time the daughter to birth, but forget to face the officer."
เป็นคนไข้โรงพยาบาลนี้มานาน30กว่าปี รู้สึกขอบคุณสถานที่และบุคลากรทุกภาคส่วน ถึงแม้จะต้องอดทนรอสูงทุกครั้งเพราะเป็นขั้นตอน,3,king-chulalongkorn-memorial-hospital,"As a patient of this hospital for more than 30 years feel thanks to the location and personnel in all sectors, although will have to patiently wait for the high every time because it is a step"
ไว้ใจใช้บริการมา20กว่าปีแล้วคะแต่การเจอะเลือดคิวยาวมากรอนานโดยเฉพาะชั้น4แต่โดยรวมดีมากคะ,5,king-chulalongkorn-memorial-hospital,"Trusts using the service for over 20 years. but the got blood a very long queue waiting for a long time, especially the 4th floor, but overall very good."
คุณหมอเก่งคะ,5,king-chulalongkorn-memorial-hospital,Doctor brilliantly.
สถานที่หรือชื่อเสียง ดีอยู่แล้วแต่ทำไมการรักษาไม่ได้เรื่องเท่าไหร่ในการรักษา,2,king-chulalongkorn-memorial-hospital,"Places or a good reputation, but why the treatment does not matter how much in the treatment of"
ดีเยี่ยม ทุกอย่างคุณหมอ พยาบาลน่ารักมาก ไปคลอดลูกสาว ที่ร.พ ตอนนั้นอายุ28ปี ตอนนี้ลูกสาวอายุ14แล้วค่ะ,5,king-chulalongkorn-memorial-hospital,"Excellent everything, doctor, nurse very cute to baby girl. . Then, 28-year-old daughter is now the age of 14."
ชอบค่ะ ของเค้าดีจริง,5,king-chulalongkorn-memorial-hospital,Like Yes his good
ห่วยไงครับเรื่องระบบการบริหารงานโดยเฉพาะห้องแฟ้มประวัติ แค่จะทำเรื่องขอแฟ้มไปตึกที่ตรวจ ผ่านไป 2 ชั่วโมงเรียกคิวได้ 10 คน เปลี่ยนระบบเถอะครับ,1,king-chulalongkorn-memorial-hospital,"Sucks. about system administration, especially the history file will just request the file to the building inspection passed, 2 hours run queue has 10 people change the system."
ไม่อยากมาอีกนะแม่หายแล้ว แข็งแรงดี ไม่มีโลกอีกแล้ว,4,king-chulalongkorn-memorial-hospital,Don't want to come again. mother lost already healthy and have no world anymore.
นัด 10:30 น. ได้ตรวจ 12:00 น. สั่งให้ไปเอ็กซเรย์ ตอนเที่ยง ลงไปถึง ห้องเอ็กซเรย์ปิดหมดแล้ว ให้มาใหม่พรุ่งนี้ เดินทางมาจากต่างจังหวัดเสียเวลา เสียค่าเดินทาง ไม่ได้อะไรเลย บริหารงานเป็นไหมอ่ะ หมอตรวจได้ชั่วโมงละกี่คนไม่รู้เหรอ รับนัดคนไข้ให้มันพอดีคนได้ไหม เผื่อเวลาให้คนไข้ไปเอ็กซเรย์ด้วยได้ไหม,1,king-chulalongkorn-memorial-hospital,"Shots 10:30 PM. Check 12:00. Ordered x-ray at noon, down to room x-ray off all of the new tomorrow travel from the country and a waste of time charged nothing. administration a. the doctor has hours and a few people didn't get appointment with the dentist make it fit? allowing the patient to x-ray?"
เคยไปรักษาตัวทีานั่นเขสดูแลดีมากๆๆๆๆ,4,king-chulalongkorn-memorial-hospital,Used to treat der that he took care of the gardens
เป็นโรงพยาบาลที่แย่ที่สุดเท่าที่เคยเจอมาพยาบาลไม่ใส่ใจอะไรเรย,1,king-chulalongkorn-memorial-hospital,"The hospital is the worst ever seen, and nursing care. ray"
คืนนี้ต้องเดินทางไปโรงพบาลจุฬาลงกรณ์ ครับ เบื่อก็ต้อง,1,king-chulalongkorn-memorial-hospital,"Tonight have to travel to hospital, Chulalongkorn yeah, bored, just need to"
มีบริการการแก้หมันมั้ยคะพอดีสนใจอ่ะค่ะ ค่าใช้จ่ายแพงมั้ยคะ,3,king-chulalongkorn-memorial-hospital,There are services to solve the sterile? fit interested. the cost is it expensive?
ช้าหน่อยแต่ก็okค่ะ,5,king-chulalongkorn-memorial-hospital,A little slow but it's OK.
เวลาฉุกเฉินติดต่อที่เบอร์ข้างถุงยาไม่มีคน รับสาย กดอื่นๆอะไรก็แล้ว แก้ไขด่วนกรณีคนป่วนฉุกเฉินไปถึงโรงบาลควรมีหมอพร้อมไม่ใช่คนป่วยต้องรอหมอ (ลูกปวดท้องมากๆร้องไห้จนตัวง้อ พยาบาลบอกว่าหมอเด็กไม่รู้ไปไหน โทรตามแล้ว ไปตามแล้ว ให้รอก่อนคะ)การบริการดีพร้อม แต่ควรมีหมอพร้อมเช่นกัน,4,king-chulalongkorn-memorial-hospital,"Current emergency contact number on the bag., medicine, no people, answer the call, press nothing, it then edit out the case tumultuous ones, in emergency, to go to the hospital should have a doctor ready not even need to wait for the doctor (ball, abdominal pain,. cry until my nurse said that the doctor don't know where to call. according to wait before?) service good, but should have a doctor ready as well."
ที่จอดรถแพงอะ...แร้วเก็บเพื่อ?????................,4,king-chulalongkorn-memorial-hospital,Parking is expensive...in Canada store to?????................
ดีมากครับ,5,king-chulalongkorn-memorial-hospital,"Very good, sir."
อยากถามว่าฝากท้องเสียค่าใช่จ่ายเท่ารัยคะ,5,king-chulalongkorn-memorial-hospital,Want to ask that the Deposit diarrhea cost as.
ปรับปรุงการเรียกคิวหน่อย,1,king-chulalongkorn-memorial-hospital,Update the run queue.
บางคลีนิคมีบ้างเจ้าหน้าที่อารมย์บ่จอยเข้าใจอะนะว่า คนไข้เยอะมากๆแต่เดียวนี้ขยายสถานที่.ภปร ให้มีร้านอาหารสะดวก,5,king-chulalongkorn-memorial-hospital,"Some clinic with some officials in the mood. joy understand. that a lot of patients, but this one expanded location. ROR with food convenient"
การมาหาหมอแต่ครั้ง ถึงจะมีบัตรนัดแล้วก็ต้องมายื่นบัตรแต่เช้าเพื่อที่จะได้รับการรักษาที่รวดเร็วแข่งกับเวลา,4,king-chulalongkorn-memorial-hospital,"To come to the doctor, but once reached there will be an appointment card, and must submit the card early in order to get treatment fast race against time"
คลอดน้องดูแลดีมาก,4,king-chulalongkorn-memorial-hospital,Maternity sister care very good
บริการดีคุณหมอเก่งแต่รอนานค่ะ,5,king-chulalongkorn-memorial-hospital,"Service good, doctor, good, but long wait."
ไปใช้บริการ รพ.ใหนก็ไม่ถูกใจเหมือน รพ.นี้เลย แต่คนเยอะมาก บางทีก็ลัดคิวกันเลยต้องหงุดหงิดเลยทีเดียว,5,king-chulalongkorn-memorial-hospital,"To use the service. New, it is not liked like. This yet. but a lot of people sometimes shortcut the queue. to be strung."
ขอบคุณค่ะ อยากรีวิวแบ่งปันประสบการณ์เผื่อว่าผู้บริหารโรงพยาบาลจุฬาจะได้ตรวจสอบการทำงานของเภสัชกร คลินิกพิเศษนอกเวลา วันเสาร์ช่วงครึ่งวันเช้า ก่อนเที่ยง ไม่ทราบว่าเป็นเพราะเหตุใด เชื่อไหมว่าเราต้องไปพบแพทย์ที่โรงพยาบาลจุฬา ทุกเดือนหละ1 ครั้ง เรานัดวันเสาร์เช้า เพราะหมอออกตรวจ 9.00-12.00 น. แต่ไม่ว่าเราจะได้พบหมอเร็วหรือช้าก้อตาม เราก้อกลับบ้านหลังสุดทุกครั้งเป็นเวลาปีเกือบสองปีมาแล้ว เป็นความรู้สึกแย่มากๆๆๆ เราไปพบหมอเร็วก้ออยากได้กลับเร็ว ซึ่งบางครั้งเภสัชกรทุกวันเสาร์ของทุกเดือนที่อยู่เวรมาใช้ให้เราไปเดินใบยาเองด้วย ให้เราขึ้นไปเอายาชั้น 11 เอง บางครั้งก้อบอกว่ายาเบิกไม่ได้ หมอเขียนใบสั่งยาไม่ถูกระเบียบกระทรวงสาธารณสุขให้เราเอาไปให้หมอเขียนใหม่ เคยมีครั้งหนึ่งที่เราสุดทนเพราะเภสัชกรที่ห้องยาชั้น 3 บอกว่าให้เราไปพบหมออีกคนแล้วให้หมอคนใหม่ที่เราไปหาสั่งยาให้เหมือนกับหมอประจำตัวเรา ตลกสิ้นดี แต่ตอนเกิดเรื่องขึ้นเราพูดไม่ออกเลย หมดคำพูดที่จะพูดเพราะไม่รู้ว่าใช้อะไรยังไงคิด งงมากเลยค่ะ แต่ที่ให้คะแนนถึง 3 ก้อเพราะว่าหมอที่รักษาอยู่ด้วยดูแลรักษาดีมากๆๆๆๆๆค่ะ,3,king-chulalongkorn-memorial-hospital,"Thank you want reviews share experience in case management hospital will monitor the work of pharmacists, special clinic, part-time, Saturday half day, morning, noon, do not know why is that? can you believe that we need to see a doctor at the hospital every month. 1 times. we appointment on Saturday morning because a doctor check-up 9.00 am-12.00 PM. But whether we will find a doctor fast or slow I follow us I home after every time for a year, almost two years now, feeling bad so we went to the doctor soon I want to go back soon, which is sometimes the pharmacist every Saturday of every month, that on-duty use allows us to walk, leaves himself with us up to take the medicine layer 11. sometimes I tell that the medication withdrawal is not the doctor wrote a prescription is not regulated in Ministry of health we take them to the doctor write a new there was a time when we super-resistant because the pharmacist, the drug room, floor 3, told us to go find another doctor and leave new doctor, we go to prescribe medication like doctors, we're funny, but when that happens, we can't all the words to say, because don't know what the thinking was very puzzled. but rated to 3 cubes because the doctor treated with care, this is good."
ดิฉันชอบมากๆทุกๆด้านของการเอาใจใสทุกๆชนชั้นค่ะ.โรงพยาบาลนี้รักษาคนไข้เสมอภาคค่ะ,4,king-chulalongkorn-memorial-hospital,I love every aspect of attention to every elite. This hospital maintain patient equality.
ดีมาก,5,king-chulalongkorn-memorial-hospital,Very good
หมอดูเเลดีมาก เเต่ระบบห่วยเเตกอย่างเช่นวันนี้ระบบคอมล่มสิทธิไม่ขึ้นคนไข้ไม่ได้ยากลับบ้าน พนักงานชั้นล่างช่องประกันสังคมตึกภปร.ก็ชอบใส่อารมณ์ชักสีหน้า,2,king-chulalongkorn-memorial-hospital,"Fortune-telling house very good, but the system terrible everything is, like today, the system crashes right not up, the patient is not difficult back home, the staff downstairs box, social security building... It's like wearing a mood feels"
หมอเก่ง......ค่ะ....คลินิคพิเศษ สะดวกดี ไม่แพงอย่างที่คิด.....เป็นค่าขยันของทุกคน และ สะดวกของผู้ใช้บริการ ที่ไม่ต้องการความแออัดในวันปกติ.....,3,king-chulalongkorn-memorial-hospital,Doctor Wally...... ..... Clinic special good and not expensive..... Is value diligence of everyone and the convenience of customers who do not want congestion on a normal day.....
บริการห่วยแตกมากและมากสุดๆ ให้ไปกดบัตรคิว นั่งรอเป็นชั่วโมงสุดท้ายบอกตรวจไม่ทัน #แย่,1,king-chulalongkorn-memorial-hospital,Service sucks and a lot. go to the card press the q to sit and wait for the last hour tell check. #terrible
นานเกิ๊น,1,king-chulalongkorn-memorial-hospital,A long time darn
ฝากครรภ์ที่โรงพยาบาลนี้ทั้ง 2 ท้อง เจ้าหน้าที่ พยาบาล รวมถึงแพทย์เจ้าของไข้ ให้บริการและดูแลเป็นอย่างดีค่ะ,5,king-chulalongkorn-memorial-hospital,"Antenatal care at this hospital, the 2 pregnant, nursing staff, including the attending service and care as well."
อยากทราบว่าจะทำการเลื่อนนัดต้องติดต่อที่ใหนค๊,4,king-chulalongkorn-memorial-hospital,I know that there will be a reschedule must contact the cocktail
ได้รับบริการที่ดีมาก คนไข้เยอะมาก แต่พยาบาลและเจ้าหน้าที่ขยันขันแข็งทุกคน เห็นแล้วเหนื่อยแทน ขอบคุณคุณหมอสุรินทร์ อัศววิฑูรทิพย์ ที่ให้การรักษามาตลอด เป็นความโชคดีของครอบครัวเราที่ได้รักษากับคุณหมอ กราบขอบพระคุณค่ะ,5,king-chulalongkorn-memorial-hospital,"Get service very good patient, but nurses and the staff conscientious and tired, instead of thank you, Dr. Surin, the. Embassy. tip the treatment always is the good fortune of our family who have treatment with a doctor, respectfully, thank you."
โรงพยาบาลจุฬายังเปิดให้บริการหรือเปล่า โทร.ตั้งแต่เช้าไม่มีคนรับสายเลย,1,king-chulalongkorn-memorial-hospital,"Hospital still open? call. Since this morning, no answer yet."
ขอขอบพระคุณ คุณหมอโรคเลือด มากๆที่ให้ความกรุณา รักษาให้คำปรึกษากับครอบครัวเราเป็นอย่างดี บริการดีมากค่ะ ทั้งคำแนะนำ หรือเรื่องต่างๆๆรู้สึกดีค่ะ,3,king-chulalongkorn-memorial-hospital,"Thank you, Dr. blood diseases, who kindly provided the treatment a consultation with our family is very good, the service very good. all advice or stories. I feel good."
คุณหมอและพยาบาลเก่งและใจดีมากค่ะ,4,king-chulalongkorn-memorial-hospital,"The doctor and nurse, smart and very kind."
ช้าหน่อยแต่ชัวร์!!! ขอเชิญมาใช้บริการเถอะครับ!,5,king-chulalongkorn-memorial-hospital,Slow but sure!!! Invitation to use the service!
อยากให้พัฒนาระบบที่ซ้ำซ้อนในการยื่นบัตร โดนลดขั้นตอนการพบเจ้าหน้าที่ เช่น เมื่อแพทย์นัดพบเมื่อประชาชนยื่นสิทธิแล้วควรจะไปรอพบแพทย์ได้เลย ไม่จำเป็นต้องเข้าคิวรอบสองกับเจ้าหน้าที่แต่ละสิทธิอีกเพราะเจ้าหน้าที่ต้องทำงานหลายรอบใช้เจ้าหน้าที่โดยไม่มีความจำเป็น และประชาชนเข้าคิวหลายรอบ ขอบคุณที่ช่วยพัฒนาระบบ,4,king-chulalongkorn-memorial-hospital,"Want to develop a system that is redundant in the filed card, got demoted when found the authorities, like when the doctor appointment, when the people filed right now should be to wait for the doctor. don't need Queuing, round two, with each officer entitled to another because officers have to work many around the use of drones without the need for, and the people lined up, many around, thanks to the help develop the system"
บริการดี ทำดีมากๆ,5,king-chulalongkorn-memorial-hospital,"Good service, well done."
ถ้าอยากเข้ารับการรักษาโรคมะเร็งที่โรงพยาบาลจะต้องทำอย่างไรบ้างค่ะ สามารถย้ายสิทธิ์ในการรักษาได้ใหมค่ะอยู่ ตจว..ค่าใช้จ่ายในการรักษาเยอะมากฐานะยากจนค่ะแต่ต้องการรักษาพ่อตอนนี้พ่อเจ็บมากผ่าตัดไม่ได้เพราะมีโรคประจำตัวคือหอบค่ะ ใครมีข้อมูลช่วยแนะนำด้วยค่ะ..ขอบคุณค่ะ,3,king-chulalongkorn-memorial-hospital,"If you want to receive cancer treatment at the hospital what do I need. can move right in keeping it??..the cost in the treatment so much as the poor. but want to treat dad right now, dad pain surgery, not because she is currently panting. anyone with information help?..thank you."
พ่อว่าร.พนี้ดีมากที่จะดูแลลูกพ่อได้ลูกไม่ต้องกังวลเลยมีหมอขั้ยเทพทั้งนั้น,5,king-chulalongkorn-memorial-hospital,"I think the. This very good to take care of my son, don't you worry..... doctor. the."
..รักษาดีวจีสุภาพขอกราบเลย ไม่เอ่ยให้มากความดั่งน้ำไหล เจ้าหน้าที่พยาบาลทำงานไว คอยใส่ใจดูแลแม้ยากจน..,4,king-chulalongkorn-memorial-hospital,..Maintain the great Shivaji polite let down. not say to much as the water flow the nursing staff work an attentive care even broke..
อาจารย์หมอกำพล สุววรณพิมลกุลดูแลคนไข้ดีมากๆเลยออกเวรแล้วยังเป็นห่วงคนไข้,5,king-chulalongkorn-memorial-hospital,Professor Dr. kampol. I campaign phimon Gul patient care come out shit also worried about the patient
ช้าตามสไตล์ มาหาหมอหรือมาหาเต่า ใฟ้เดินไปเดินมาอยู่รพ.นั่งรอหมอกินข้าวเสร็จเพื่อมาบอกว่าทำนัด ทำงานภาษาอะไรวะ แม่ม,1,king-chulalongkorn-memorial-hospital,"Slow by style, come to the doctor or come to the turtle angels walking around. Sit and wait for the doctor to finish dinner, to show me how to do the shots work language what the hell."
