comment,score,hospital
บริการดีมาก..ค่ะ,5,king-chulalongkorn-memorial-hospital
คุณหมอและพยาบาลบริการดีทุกท่านครับ,5,king-chulalongkorn-memorial-hospital
ดีครับ,4,king-chulalongkorn-memorial-hospital
#พยาบาลบางคนกิริยาต่ำ! ย้ำนะคะบางคน เลือกปฏิบัติ! เอ่ยชื่อเรย พยาบาลตึกนวมิน ปฏิบัติกะคนไข้ได้ค่ตส้นตีน ตัวเรามานอน5วันไม่เคยเผลี่ยนผ้าปูเตียงไห้ซักครั้ง ก้อไม่เท่าไร แต่พอพยาบาลอีกคนจะเปลี่ยนไห้ นางรีบบอกเรยนะ ไม่ต้องๆขี้เกียดเหนื่อย! ( แถมทำหน้าไม่สบอารม ) คือ เหนื่อยก้อพอรุันะ แต่พุดต่อหน้ากุขนาดนี้ ไห้คิดไง?,1,king-chulalongkorn-memorial-hospital
การบริการดีบรรยากาศก็ดีแต่คนไข้เยอะมากแทบทุกวัน,5,king-chulalongkorn-memorial-hospital
แย่มากๆทั้งหมอและพยาบาลยิ่งพยาบาลด้วยไม้ต้องพูดถึงค่าคนได้อย่างเลือดเย็นไครได้กับตัวไม้รู้ว่าพยาบาลทำกับคนไข้อย่างไรคนที่ทูกผ่าตัดนั้นไม้ต้องพูดถึงเลยรักษาเหมือนหมาตัวหนึ่งเท้านั้นยาไม้ให้แล้วยังไส่ความได้เก่งมากๆๆๆหมอไม้รู้ก็ไปเชื่อมันว่าเป็นเรื่องจริง,2,king-chulalongkorn-memorial-hospital
ขอบคุณแพทย์พยาบาลที่ดูแลผู้ป่วยเป็นอย่างดีนะคะ ใช้บริการสองครั้งแล้วค่ะ,5,king-chulalongkorn-memorial-hospital
เจ้าหน้าที่ห้องตรวจศัลยกรรม หน้าตาไม่ยิ้มแย้ม พูดจาไม่สุภาพกับคนไข้,5,king-chulalongkorn-memorial-hospital
ห้องพักญาติผู้ป่วยหน้าห้องฉุกเฉินแอร์เสียเมื่อไรจะซ่อมซักที,5,king-chulalongkorn-memorial-hospital
รอนานฉิบ!!,1,king-chulalongkorn-memorial-hospital
เคยตรวจสุขภาพรอนานมาก,3,king-chulalongkorn-memorial-hospital
หมอเก่งมากโหดมาก 555+ ใจดีด้วยครับ ตัดสินใจ เด็ดขาด แน่วแน่ !! แนะนำเลย !! ทำเรื่องเร็วมาก เด็ดขาดจริงๆ !! ผมรับประกัน !! ปล.หมอก็หล่อ พยาบาลก็น่ารักด้วยครับ ^^,5,king-chulalongkorn-memorial-hospital
ที่คลินิคส่องกล้อง ชั้น 3 ตึกผู้ป่วยในพิเศษ อย่าจะขอให้มีบัตรคิว คนไข้มารอคลินิคเปิดแต่เช้า พอเปิดเกิดความวุ่นวายมาก ต่างคนต่างแย่งกันวางคิว ห้องน้ำก็ไม่มีต้องลงไปเข้าช้ัน 1 ขึ้นลงไปมา ขอให้ทาง รพ.ปรับระบบการเข้าใช้บริการด้วยคะ,3,king-chulalongkorn-memorial-hospital
บริการดี ดูแลคนไข้ดี ผลการตรวจรวดเร็ว เครื่องมือทันสมัย แม้คนไข้จะเยอะ ทั้งคุณหมอ คุณพยาบาล ทั้งเจ้าหน้าที่ บริการดีค่ะ ขอชื่นชมค่ะ,5,king-chulalongkorn-memorial-hospital
เป็นโรงพยาบาลที่ดีที่สุดค่ะ เพื่อคุณภาพชีวิตที่ดีของทุกคนค่ะ,5,king-chulalongkorn-memorial-hospital
คุณหมอ พยาบาลใส่ใจคนไข้ แต่รอคิวนานมากกกก,4,king-chulalongkorn-memorial-hospital
ให้บริการดีมากครับ,5,king-chulalongkorn-memorial-hospital
สอบถามหน่อยครับ พอดีเมื่อประมาณปลายปี 2555 ผมเคยไปใช้บริการแผนกทันกรรมครับ ผ่าฟันคุดไปสองครับ อยากทราบว่า ณ ปัจจุบันนี้ ยังเหมือนเดิมอยู่หรือเปล่า เพราะตอนนั้นที่ไปผ่าฟันครั้งแรก ไปถึงได้ผ่าเลยครับ ไม่ต้องนัดมาใหม่ครับ หรือว่าขึ้นอยู่กับช่วงเวลาครับ การให้บริการของหมอประทับใจมากครับ ผมอยากได้เบอร์แผนกทันตกรรมครับ ผมจะผ่าฟันคุดอีกครับ เพื่อผมจะได้ติดต่อสอบถามครับ ใครทราบช่วยบอกผมหน่อยนะครับ #ขอบคุณครับ,5,king-chulalongkorn-memorial-hospital
ดูแลคนไข้ดีมาก ใส่ใจในการรักษา พูดจาไพเราะ ยิ้มแย้มแจ่มใจ แต่มีบ้างบางจุด ที่ไม่ค่อยอธิบายอะไรเท่าไร เพราะบางคนไม่เคยมาเลยไม่รู้ต้องไปตรงใหน ทำอะไรบ้าง แต่ก็เข้าใจ เพราะมีคนไข้เยอะ เจ้าหน้าที่อาจดูแลไม่ทั่วถึง,4,king-chulalongkorn-memorial-hospital
ถ้าแก้ไขเรื่องที่ตอดรถได้จะดีมากๆ,3,king-chulalongkorn-memorial-hospital
รู้สึกประทับใจกับการบริการหมอก็เก่งพยาบาลและผู้ช่วยพยาบาลเป็นกันเองมากคะ่รู้สึกชอบมากช่างสมกับคำพูดที่ว่าดูแลคนไข้ด้วยใจจริงๆค่ะ,5,king-chulalongkorn-memorial-hospital
เซ็งมากเลยนัดมาผ่าตัดตั้งแต่ตุลาคม2557จนวันนี้29มีนาคม2558 นัดมา4-5รอบ แต่กับเลื่อนไปเรื่อยๆ ไม่เจ้าใจเลยจิงๆ มารอทั้งวันตั้งแต่7โมงเช้า จน5โมงเย็นเรียกไปพบกับบอกว่าเตียงเต็มบ้าง มีแต่ห้องพิเศษ หมอไปต่างประเทศ ทำใจค่ะเหนื่อยมากโรงบาลนี้ ไม่ไหวจิงๆนัดไม่เป็นนัด,1,king-chulalongkorn-memorial-hospital
เฉพาะที่ตึกนวมินทร์(ชั้น10) เจ้าหนัาที่พยาบาลรวมทั้งแม่บ้าน. บริการดี.แนะนำคนไข้ดูแล_ห่วงใยดีค่ะ....้,3,king-chulalongkorn-memorial-hospital
คุนหมอพยาบาลอะไรบริการดีพูดดีหมดค่ะ แต่มันมีพนง.หน่วยบริการ(ญ)บางคนนะคะทำนิสัยแย่มากค่ะ พูดจาก้อไม่ดี อยากทราบว่าชอบข่มหรอคะ ถ้าพูดจาแบบนี้ก้อไม่สมควรทำงานด้านบริการนะคะ ค่อนข้างมึอายุแล้วควรพูดจาดีๆหน่อยถ้าหากเขาร้องเรียนกันมากๆอาจจะไม่มีที่ไหนรับทำงานแล้วนะคะ ถ้าปรับปรุงได้ปรับปรุงนะคะ(หากไปอีกครั้งยังทำนิสัยไม่ดีอีกขออนุญาตลงรูปให้คนอื่นดีนะ),3,king-chulalongkorn-memorial-hospital
ห่วยแตกมาก รอแฟ้มชั้น 3 บอกแฟ้มมาชั้น 2 ชั้น 2 บอกแฟ้มมา ชั้นล่าง รอแม่งมา 3 ชม ละ จน รพ จะปิด ยังไม่ได้ตรวจ ระบบการจัดการแย่มาก,1,king-chulalongkorn-memorial-hospital
โรงพยาบาลเพื้อประชาชน,4,king-chulalongkorn-memorial-hospital
ขอบคุณสำหรับระบบบัตรคิว คนรอเป็นร้อยเครื่องเปิดตีห้าครึ่ง เพื่อ!!! แก้ไขด่วนคับ ครั้งที่2 ใน3เดือน เหมือนเดิมเป๊,3,king-chulalongkorn-memorial-hospital
พ่อป่วยเปนไขกระดูกฝ่อหมอในตัวจังหวัดส่งตัวเข้าร.พ.ในกรุงเทพเลยเลือกร.พ.นี้เพราะรักษาฟรีแต่ค่ารักษาเจาะไขกระดูกนั้นแพงมาก900000บาทเลยยังแอบดีใจที่มันฟรี แต่พอรวบรวมญาติที่จะมาเจาะไขกระดูกช่วยพ่อนั้นหมอกลับบอกว่าออกค่าใช้ จ่ายเองทั้งหมดสงสารพ่อตอนนี้ยังไม่ได้รักษาเลยเพาะไม่มีเงิน,1,king-chulalongkorn-memorial-hospital
รถติดดีแล้วฝึกให้ตื่นเช้า,3,king-chulalongkorn-memorial-hospital
ผมเป็นเจ้าหน้าที่ รพ.ราชบุรี /ศ.referจุฬาฯ ตอนเวลา 13.20 น.ของวันนี้ เจ้าหน้าที่ผู้หญิงที่รับสายจาก รพ.ราชบุรี ช่วยพูดเพราะๆหน่อยนะครับ ไม่ต้องพูดแดกดันเสียงดัง รู้พวกท่านกำลังยุ่งมาก เอกสารrefer ที่จะส่งไปมันเป็น ผู้หญิงที่ท้องได้ 24 สัปดาห์ + กับท้องแฝดด้วย มีท้องแข็ง ปัสสวะแสบขัด ลูกดิ้น พวกท่านช่วยรับได้มั้ย แล้วก็ช่วยประสานงานด้วยคงไม่ได้เป็นภาระมากมายนะครับ,1,king-chulalongkorn-memorial-hospital
เวรเปลปากหมาค่ะ ควรเอานิสัยแย่ๆกลับไปใช้กับคนที่บ้านนะคะ อย่าเอามาใช้กับคนอื่น อย่าใช้อารมณ์มากกว่าเหตุผล มันทุเรศค่ะ แก่แล้วต้องให้เด็กถอนหงอกมั้ยคะ??,1,king-chulalongkorn-memorial-hospital
คุณแม่ได้รับการส่งตัวมาที่โรงพยาบาลจุฬาจากโรงพยาบาลบางไผ่ ได้มีการนัดตรวจ และเอ็กซเรย์ตับเพื่อตรวจหามะเร็ง คุณหมอท่านที่ตรวจบอกคุณแม่ว่าไม่ต้องใช้ใบส่งตัวให้มาตรวจได้เลยและนัดวันเสร็จสรรพ พอถึงวันนัดตรวจพนักงานที่เคาน์เตอร์บอกว่าถ้าไม่มีใบส่งตัวจะไม่ตรวจให้และให้คุณแม่มาใหม่ สรุปคุณแม่ต้องอดอาหารเสียเวลา อดหลับอดนอนไปรอโดยไม่ได้อะไร ขอความกรุณาทางโรงพยาบาลปรับปรุงเรื่องการบริการ และระบบการทำงาน,1,king-chulalongkorn-memorial-hospital
ผู้เฒ่าผู้แก่มานั่งรอประตูเปิดเวลา 6โมงเช้าพอประตูเปิดทุกคนวิ่งเพียงเพื่อเอาบัตรที่นัดไปเสียบแต่ไม่ใช่ที่1กับเป็นที่เท่าไรไม่รู้มีบัตรนัดเสียบอยู่แล้วเป็นสิบ. อยากทราบเกิดอะไรขึ้นมานั่งรอตี5 เป็นญาติคนไข้ค่ะแก่วิ่งไม่ได้ ผู้ใหญ่ของโรงบาลลองไปดูตอน6โมงเช้าซิค่ะว่าเค้าวิ่งเหมือนหนีตายกันจริงๆ5555วิ่งไปเสียบบัตรค่ะ,4,king-chulalongkorn-memorial-hospital
พยาบาลพูดเพราะมากเลยครับ..หมอก็พูดจาไพเราะอธิบายเข้าใจง่ายตนป่วยอยู่ใกล้ก็มีกำลังใจ,5,king-chulalongkorn-memorial-hospital
พาลูกมารักษาตัวตั้งแต่ 4 พย 47 ตอนนั้นหมอบอกว่า เขาจะอยู่กับเราได้อีกไม่เกิน 3 อาทิตย์ รู้สึกมืดมนไปหมด ตอบหมอไปว่า ผมสู้ ลูกผมก้อสู้ ผมมีเงินเก็บอยู่ก้อนหนึ่ง ผมยกลูกให้คุณหมอเลยครับ จากวันนั้นจนถึงวันนี้ ลูกผมยังแข็งแรง ใช้ขีวิตได้อย่างปกติ ปีหน้าจบป.ตรีที่เกษตรศาสตร์ฯแล้ว อยากบอกทุกคนว่าอดทนหน่อยครับ หมอที่นี่เก่งมากๆ เครื่องมือแพทย์ทันสมัยไม่แพ้เอกชนหรอกครับ ค่ารักษาถูกกว่ามากและมีการช่วยเหลือด้านอื่นๆอีก ปัญหาเรื่องคน พบอยู่ทุกที่ ใจเย็นๆครับ มาถึงที่นี่แล้วญาติเราได้รับการรักษาที่ดีแน่ๆ.,4,king-chulalongkorn-memorial-hospital
แย่มากกก บุคคลากรไม่มีคุณภาพ ควรพัฒนาอย่างมาก ควรมาตรวจสอบหมอ กับพยาบาลว่าการกระทำที่ทำกับคนไข้เป็นยังไง ไม่ใช่สนใจแต่ขยายอาคาร,1,king-chulalongkorn-memorial-hospital
ดีคะ แต่ที่จอดรถน้อยไปนิด,5,king-chulalongkorn-memorial-hospital
สาธุดีเยี่ยมครับ,5,king-chulalongkorn-memorial-hospital
ตรวจละเอียดเป็นขั้นเป็นตอนดีค่ะ เจ้าหน้าที่ก็พูดจาไพเราะขึ้นกว่าเมื่อก่อน แต่เวลานัด มีคิวลัดเยอะไปนิดนะคะ พอหลังจากกลับบ้าน ก็มักมีของแถม คือไข้ หรือหวัด และไอจาม ตามกลับด้วยอ่ะ,4,king-chulalongkorn-memorial-hospital
ฉันว่าเป็นโรงพยาบาลดีระดับหนึงเท่าเคยผ่านมาแต่ยังไม่เคยใช้บริการเคยมาเฝ้าคุณแม่และพี่เขยนอนโรงบาล คุณหมอและพยาบาลอัทยาสัยดีมาก นี้คือความคิดเห็นของคน ต จ ว ค่ะ,4,king-chulalongkorn-memorial-hospital
รู้สึก แย่ ค่ะ,1,king-chulalongkorn-memorial-hospital
"ผ่าคลอดฉุกเฉินเมื่อต.คที่ผ่านมาค่ะพักห้องธรรมดาชั้น5รู้สึกตัดสินใจผิดมากที่เลือกคลอดที่นี่การดูแลของพยาบาลชั้น5แย่มากๆหลายๆอย่างเลยจริงๆ พยาบาลห้องเด็กก็พูดจาไม่ดีเลย ทั้งที่เราคลอดก็ใช้เงินสดค่าผ่า17,800 แถมผ่าแนวตั้งอีกโบราณมากแผลไม่สวยเลยพอวันกลับบ้านหน้าตึกไม่มีแท็กซี่บอกร.ป.ภเขาก็บอกให้เดินออกไปเรียกรถเองคือเดินไกลมากๆ",2,king-chulalongkorn-memorial-hospital
สถานที่เงีนบสงบน่าอนุรักษ์ไว้ค่ะ,5,king-chulalongkorn-memorial-hospital
ห้องน้ำตึกภปรชั้นสามเหม็นมากกระดาษก็ไม่มีกรุณปรับปรุงด้วยค่ะ,1,king-chulalongkorn-memorial-hospital
ยังไม่เคยรับบริการ เนื่องจากการเดินทางไม่สะดวก แต่ได้ชมรายการครบรอบ 100 ปี โรงพยาบาลจุฬาลงกรณ์ ได้รับทราบถึงการพัฒนาทางการแพทย์และอุปกรณ์การแพทย์ ที่ทันสมัยมาก,5,king-chulalongkorn-memorial-hospital
รู้สึกประทับใจมากๆๆๆๆดีมากค่ะทั้งอาจารย์หมอและคุณหมอรักษาดีมากค่ะดูแลคนไข้ตลอดนัดติดตามตลอดและโทรถามคนไข้ขอขอบคุณอาจารย์หมอและคุณหมอทุกๆคนค่ะที่ได้รักษาสามีของนู๋มาตลอดค่ะสามีรักษาโรคมะเร็งเม็ดเลือดขาวอยู่ที่ร.พจุฬาลงกรณ์ค่ะ,5,king-chulalongkorn-memorial-hospital
"เป็นโรงพยาบาลที่รักษาตัวผมเองเมื่อครังป่วยเป็นมะเร็ง..รักษาดีมากๆครับดูแลเอาใจใส่เราตั่งแต่พยาบาลจนถึงหมอผู้ตรวจร่างกายวิเคราะห์วินิจฉัยทางของโรคได้แม่นมากและลงมือรักษา.จนกระทั้งทุกวันนี้ผมหายป่วยแล้วครับขอบคุณเจ้าหน้าที่ผู้ทำการรักษาทุกๆทานครับขอบคุณจากใจจริงชื่อของผม.นาย.ทฤษฎี.สาริกภูติ """"อนุญาตให้แชร์หรือโพสให้ผู้อื่นรับทราบได้ครับ""""",5,king-chulalongkorn-memorial-hospital
คุณหมอทุกท่านเก่งและ ให้คำเเนะนำดีค่ะ ใจดีด้วย,4,king-chulalongkorn-memorial-hospital
วันนี้มาหาหมอที่โรงพยาบาล ระบบการทำงานแย่มากเลยค่ะ มานั่งรอตั้งแต่7โมงถึง10โมง ถามพยาบาล พยาบาลบอกไม่มีแฟ้ม แฟ้มยู่ชั้นหก มาชั้นหกบแกแฟ้มยังไม่ส่งมา ลงมาถามแฟ้มประวัติชั้นล่าง ชั้นล่างบอกพึ่งส่งแฟ้มมาตอน9.45 แต่บัตรนำทำนัดมาเป็นเดือนและในบัตรนัดบอกเวลา7.30-8.30น แต่แฟ้มบัตรส่งมา9.45 นี้ทำงานเป็นระบไมค่ะะถามหน่อยค่ะ แล้วถามพยาบาลก็พูดจ้าแย่มาก พนักงานชั้น6ตึก ภปร พูดจาแย่มากค่ะ ถ้ามีพนักงานพูดจาแย่ขนาดนี้จิตใจคนไข้แย่นะค่ะ ช่วยพาพนักงานไปอบรมหน่อยนะค่ะเรื่องการพูดจากะคนไข้อ่ะค่ะ,1,king-chulalongkorn-memorial-hospital
พ่อกูเป็นไข้หนาวเค้าขอผ้าห่ม พวกมึงนี่แม่งใจดำ ก็แค่ผ้าห่ม มึงบอกห่มผ้าแล้วไข้จะไม่ระบายแล้วเสือกทำท่าไม่พอใจ ไล่กูอย่างกะหมูกะหมา กูอุตส่าขอดีๆนะ ทำงานกันแบบนี้ รอให้เป็นญาติพวกมึงบ้างแล้วกัน ถึงว่าแม่งห้ามถ่ายรูป เพราะทำงานงี้ไงเค้าถึงถ่ายไปลงยูไลค์ กูป่วยตายแค่ใหนก็อย่าพากูมาที่นี่นะ มีวิชาชีพช่วยคนแต่เสือกกวนส้นตีน ขอระบายหน่อย ใครเคยมาคงรู้,1,king-chulalongkorn-memorial-hospital
สุดยอดเลยค่ะ เพราะเรื่องบริการที่ต้อนนี้ปรับปรุงดีมากค่ะ,5,king-chulalongkorn-memorial-hospital
ชอบบุคลากรที่นี่มาก อดทน ใจเย็น สมกับเป็นคนของประชาชนจริงๆ..นะคะ,5,king-chulalongkorn-memorial-hospital
เจ้าหน้าที่ดูแลตึก ภปร. วันที่ 23 กค 58 ผู้หญิง ที่อายุเยอะๆหน่อย แย่มากค่ะ เข็นรถคุณพ่อไปในลิฟท์ แล้วบอกญาตห้ามเข้าให้ไปรอหน้าลิฟท์ชั้น 3 ปรากฎว่าพอไปรอ ไม่มีค่ะ รถเข็นคุณพ่อหาย วิ่งหากันอยู่หลายชั้น ปรากฎว่าโดนเอาไปทิ้งไว้ชั้น 1 คืออะไรคะ!!!,1,king-chulalongkorn-memorial-hospital
อาจารย์หมอธนาพงษ์ เก่งและยอดเยี่ยมมากมากค่ะ (คลินิกพิเศษ จักษูุกรรม),5,king-chulalongkorn-memorial-hospital
ทำใจไปแล้วว่าต้องรอนาน แต่ไม่เป็นไรค่ะถูกใจหมอชาลา แผนกเวชศาสตร์ฟี้นฟูเข้าใจคนไข้ดีจริงๆ หายเหนื่อย,5,king-chulalongkorn-memorial-hospital
ดีมาก แยกโรคเฉพาะทางดีครับ,5,king-chulalongkorn-memorial-hospital
เคยได้สัมผัสกับการประทับใจอยู่ ช่วงหนึ่ง ครั้งที่ลูกสาวไปคลอด แต่ลืมหน้าตาเจ้าหน้าที่คนนั้นไป แล้ว,3,king-chulalongkorn-memorial-hospital
เป็นคนไข้โรงพยาบาลนี้มานาน30กว่าปี รู้สึกขอบคุณสถานที่และบุคลากรทุกภาคส่วน ถึงแม้จะต้องอดทนรอสูงทุกครั้งเพราะเป็นขั้นตอน,3,king-chulalongkorn-memorial-hospital
ไว้ใจใช้บริการมา20กว่าปีแล้วคะแต่การเจอะเลือดคิวยาวมากรอนานโดยเฉพาะชั้น4แต่โดยรวมดีมากคะ,5,king-chulalongkorn-memorial-hospital
คุณหมอเก่งคะ,5,king-chulalongkorn-memorial-hospital
สถานที่หรือชื่อเสียง ดีอยู่แล้วแต่ทำไมการรักษาไม่ได้เรื่องเท่าไหร่ในการรักษา,2,king-chulalongkorn-memorial-hospital
ดีเยี่ยม ทุกอย่างคุณหมอ พยาบาลน่ารักมาก ไปคลอดลูกสาว ที่ร.พ ตอนนั้นอายุ28ปี ตอนนี้ลูกสาวอายุ14แล้วค่ะ,5,king-chulalongkorn-memorial-hospital
ชอบค่ะ ของเค้าดีจริง,5,king-chulalongkorn-memorial-hospital
ห่วยไงครับเรื่องระบบการบริหารงานโดยเฉพาะห้องแฟ้มประวัติ แค่จะทำเรื่องขอแฟ้มไปตึกที่ตรวจ ผ่านไป 2 ชั่วโมงเรียกคิวได้ 10 คน เปลี่ยนระบบเถอะครับ,1,king-chulalongkorn-memorial-hospital
ไม่อยากมาอีกนะแม่หายแล้ว แข็งแรงดี ไม่มีโลกอีกแล้ว,4,king-chulalongkorn-memorial-hospital
นัด 10:30 น. ได้ตรวจ 12:00 น. สั่งให้ไปเอ็กซเรย์ ตอนเที่ยง ลงไปถึง ห้องเอ็กซเรย์ปิดหมดแล้ว ให้มาใหม่พรุ่งนี้ เดินทางมาจากต่างจังหวัดเสียเวลา เสียค่าเดินทาง ไม่ได้อะไรเลย บริหารงานเป็นไหมอ่ะ หมอตรวจได้ชั่วโมงละกี่คนไม่รู้เหรอ รับนัดคนไข้ให้มันพอดีคนได้ไหม เผื่อเวลาให้คนไข้ไปเอ็กซเรย์ด้วยได้ไหม,1,king-chulalongkorn-memorial-hospital
เคยไปรักษาตัวทีานั่นเขสดูแลดีมากๆๆๆๆ,4,king-chulalongkorn-memorial-hospital
เป็นโรงพยาบาลที่แย่ที่สุดเท่าที่เคยเจอมาพยาบาลไม่ใส่ใจอะไรเรย,1,king-chulalongkorn-memorial-hospital
คืนนี้ต้องเดินทางไปโรงพบาลจุฬาลงกรณ์ ครับ เบื่อก็ต้อง,1,king-chulalongkorn-memorial-hospital
มีบริการการแก้หมันมั้ยคะพอดีสนใจอ่ะค่ะ ค่าใช้จ่ายแพงมั้ยคะ,3,king-chulalongkorn-memorial-hospital
ช้าหน่อยแต่ก็okค่ะ,5,king-chulalongkorn-memorial-hospital
เวลาฉุกเฉินติดต่อที่เบอร์ข้างถุงยาไม่มีคน รับสาย กดอื่นๆอะไรก็แล้ว แก้ไขด่วนกรณีคนป่วนฉุกเฉินไปถึงโรงบาลควรมีหมอพร้อมไม่ใช่คนป่วยต้องรอหมอ (ลูกปวดท้องมากๆร้องไห้จนตัวง้อ พยาบาลบอกว่าหมอเด็กไม่รู้ไปไหน โทรตามแล้ว ไปตามแล้ว ให้รอก่อนคะ)การบริการดีพร้อม แต่ควรมีหมอพร้อมเช่นกัน,4,king-chulalongkorn-memorial-hospital
ที่จอดรถแพงอะ...แร้วเก็บเพื่อ?????................,4,king-chulalongkorn-memorial-hospital
ดีมากครับ,5,king-chulalongkorn-memorial-hospital
อยากถามว่าฝากท้องเสียค่าใช่จ่ายเท่ารัยคะ,5,king-chulalongkorn-memorial-hospital
ปรับปรุงการเรียกคิวหน่อย,1,king-chulalongkorn-memorial-hospital
บางคลีนิคมีบ้างเจ้าหน้าที่อารมย์บ่จอยเข้าใจอะนะว่า คนไข้เยอะมากๆแต่เดียวนี้ขยายสถานที่.ภปร ให้มีร้านอาหารสะดวก,5,king-chulalongkorn-memorial-hospital
การมาหาหมอแต่ครั้ง ถึงจะมีบัตรนัดแล้วก็ต้องมายื่นบัตรแต่เช้าเพื่อที่จะได้รับการรักษาที่รวดเร็วแข่งกับเวลา,4,king-chulalongkorn-memorial-hospital
คลอดน้องดูแลดีมาก,4,king-chulalongkorn-memorial-hospital
บริการดีคุณหมอเก่งแต่รอนานค่ะ,5,king-chulalongkorn-memorial-hospital
ไปใช้บริการ รพ.ใหนก็ไม่ถูกใจเหมือน รพ.นี้เลย แต่คนเยอะมาก บางทีก็ลัดคิวกันเลยต้องหงุดหงิดเลยทีเดียว,5,king-chulalongkorn-memorial-hospital
ขอบคุณค่ะ อยากรีวิวแบ่งปันประสบการณ์เผื่อว่าผู้บริหารโรงพยาบาลจุฬาจะได้ตรวจสอบการทำงานของเภสัชกร คลินิกพิเศษนอกเวลา วันเสาร์ช่วงครึ่งวันเช้า ก่อนเที่ยง ไม่ทราบว่าเป็นเพราะเหตุใด เชื่อไหมว่าเราต้องไปพบแพทย์ที่โรงพยาบาลจุฬา ทุกเดือนหละ1 ครั้ง เรานัดวันเสาร์เช้า เพราะหมอออกตรวจ 9.00-12.00 น. แต่ไม่ว่าเราจะได้พบหมอเร็วหรือช้าก้อตาม เราก้อกลับบ้านหลังสุดทุกครั้งเป็นเวลาปีเกือบสองปีมาแล้ว เป็นความรู้สึกแย่มากๆๆๆ เราไปพบหมอเร็วก้ออยากได้กลับเร็ว ซึ่งบางครั้งเภสัชกรทุกวันเสาร์ของทุกเดือนที่อยู่เวรมาใช้ให้เราไปเดินใบยาเองด้วย ให้เราขึ้นไปเอายาชั้น 11 เอง บางครั้งก้อบอกว่ายาเบิกไม่ได้ หมอเขียนใบสั่งยาไม่ถูกระเบียบกระทรวงสาธารณสุขให้เราเอาไปให้หมอเขียนใหม่ เคยมีครั้งหนึ่งที่เราสุดทนเพราะเภสัชกรที่ห้องยาชั้น 3 บอกว่าให้เราไปพบหมออีกคนแล้วให้หมอคนใหม่ที่เราไปหาสั่งยาให้เหมือนกับหมอประจำตัวเรา ตลกสิ้นดี แต่ตอนเกิดเรื่องขึ้นเราพูดไม่ออกเลย หมดคำพูดที่จะพูดเพราะไม่รู้ว่าใช้อะไรยังไงคิด งงมากเลยค่ะ แต่ที่ให้คะแนนถึง 3 ก้อเพราะว่าหมอที่รักษาอยู่ด้วยดูแลรักษาดีมากๆๆๆๆๆค่ะ,3,king-chulalongkorn-memorial-hospital
ดิฉันชอบมากๆทุกๆด้านของการเอาใจใสทุกๆชนชั้นค่ะ.โรงพยาบาลนี้รักษาคนไข้เสมอภาคค่ะ,4,king-chulalongkorn-memorial-hospital
ดีมาก,5,king-chulalongkorn-memorial-hospital
หมอดูเเลดีมาก เเต่ระบบห่วยเเตกอย่างเช่นวันนี้ระบบคอมล่มสิทธิไม่ขึ้นคนไข้ไม่ได้ยากลับบ้าน พนักงานชั้นล่างช่องประกันสังคมตึกภปร.ก็ชอบใส่อารมณ์ชักสีหน้า,2,king-chulalongkorn-memorial-hospital
หมอเก่ง......ค่ะ....คลินิคพิเศษ สะดวกดี ไม่แพงอย่างที่คิด.....เป็นค่าขยันของทุกคน และ สะดวกของผู้ใช้บริการ ที่ไม่ต้องการความแออัดในวันปกติ.....,3,king-chulalongkorn-memorial-hospital
บริการห่วยแตกมากและมากสุดๆ ให้ไปกดบัตรคิว นั่งรอเป็นชั่วโมงสุดท้ายบอกตรวจไม่ทัน #แย่,1,king-chulalongkorn-memorial-hospital
นานเกิ๊น,1,king-chulalongkorn-memorial-hospital
ฝากครรภ์ที่โรงพยาบาลนี้ทั้ง 2 ท้อง เจ้าหน้าที่ พยาบาล รวมถึงแพทย์เจ้าของไข้ ให้บริการและดูแลเป็นอย่างดีค่ะ,5,king-chulalongkorn-memorial-hospital
อยากทราบว่าจะทำการเลื่อนนัดต้องติดต่อที่ใหนค๊,4,king-chulalongkorn-memorial-hospital
ได้รับบริการที่ดีมาก คนไข้เยอะมาก แต่พยาบาลและเจ้าหน้าที่ขยันขันแข็งทุกคน เห็นแล้วเหนื่อยแทน ขอบคุณคุณหมอสุรินทร์ อัศววิฑูรทิพย์ ที่ให้การรักษามาตลอด เป็นความโชคดีของครอบครัวเราที่ได้รักษากับคุณหมอ กราบขอบพระคุณค่ะ,5,king-chulalongkorn-memorial-hospital
โรงพยาบาลจุฬายังเปิดให้บริการหรือเปล่า โทร.ตั้งแต่เช้าไม่มีคนรับสายเลย,1,king-chulalongkorn-memorial-hospital
ขอขอบพระคุณ คุณหมอโรคเลือด มากๆที่ให้ความกรุณา รักษาให้คำปรึกษากับครอบครัวเราเป็นอย่างดี บริการดีมากค่ะ ทั้งคำแนะนำ หรือเรื่องต่างๆๆรู้สึกดีค่ะ,3,king-chulalongkorn-memorial-hospital
คุณหมอและพยาบาลเก่งและใจดีมากค่ะ,4,king-chulalongkorn-memorial-hospital
ช้าหน่อยแต่ชัวร์!!! ขอเชิญมาใช้บริการเถอะครับ!,5,king-chulalongkorn-memorial-hospital
